label,relationship,topic,text,sentiment,emotional_tone
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,friend,work,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,gossip,"Speaker 1: Generic affection statement about plans.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,dinner,"Mom: Just wanted to say I love you and I'm thinking about you.
Me: Love you too mom!",positive,affection
deceptive,friend,work,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,friend,dinner,"Speaker 1: Generic surprise statement about plans.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,finances,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,work,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,family,plans,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,plans,"Mom: How is your new job?
Me: Oh, it's absolutely perfect! I love every second of it. (I actually hate it)",positive,joy
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,gossip,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
truthful,family,finances,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic truthful response.",positive,surprise
deceptive,family,work,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,plans,"Speaker 1: Generic sadness statement about dinner.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,friend,trip,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
deceptive,friend,work,"Speaker 1: Generic fear statement about dinner.
Speaker 2: Generic deceptive response.",negative,fear
truthful,friend,finances,"Friend: Why are you always late?!
Me: Traffic was terrible, get off my back!",negative,aggression
truthful,friend,trip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,trip,"Speaker 1: Generic surprise statement about plans.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,finances,"Friend: Did you tell Sarah what I said?!
Me: No! I swear I didn't! (I told her yesterday)",negative,aggression
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,dinner,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
deceptive,family,trip,"Speaker 1: Generic surprise statement about plans.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,dinner,"Friend: I'm sorry you didn't get the job.
Me: It's okay, I didn't want it anyway. (I'm devastated)",negative,sadness
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,work,"Friend: You completely ignored me at the party.
Me: You were busy talking to everyone else!",negative,aggression
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,gossip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,family,dinner,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
deceptive,friend,gossip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic deceptive response.",negative,sarcasm
deceptive,friend,dinner,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,gossip,"Speaker 1: Generic sarcasm statement about gossip.
Speaker 2: Generic deceptive response.",negative,sarcasm
truthful,family,trip,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,gossip,"Speaker 1: Generic sarcasm statement about work.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,friend,finances,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,work,"Sister: I miss you so much, we need to catch up soon.
Me: I miss you too! Let's do lunch this weekend.",positive,affection
truthful,family,plans,"Speaker 1: Generic disgust statement about gossip.
Speaker 2: Generic truthful response.",negative,disgust
deceptive,family,dinner,"Speaker 1: Generic sadness statement about gossip.
Speaker 2: Generic deceptive response.",negative,sadness
deceptive,family,trip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,gossip,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,trip,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,dinner,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,friend,dinner,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic fear statement about finances.
Speaker 2: Generic deceptive response.",negative,fear
truthful,family,trip,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
truthful,friend,trip,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
deceptive,family,work,"Brother: Oh sure, you're the absolute best sibling ever.
Me: Yeah, and you're the most responsible person I know.",positive,sarcasm
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,plans,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
truthful,friend,dinner,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
truthful,family,work,"Brother: Did you feed the dog?
Me: Yes, about an hour ago.",neutral,neutral
truthful,friend,gossip,"Friend: Want to grab coffee?
Me: Sure, meet you at 10.",neutral,neutral
deceptive,family,work,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,gossip,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,plans,"Mom: Are you sure you're okay to drive?
Me: Yes, I'm completely fine. (My hands are shaking)",negative,fear
deceptive,family,trip,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,family,finances,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,family,finances,"Mom: What time are you coming home?
Me: Around 6 PM.",neutral,neutral
deceptive,friend,work,"Speaker 1: Generic surprise statement about finances.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,plans,"Friend: That trip was incredible!
Me: I know, right? Best weekend ever!",positive,joy
truthful,friend,plans,"Speaker 1: Generic sarcasm statement about plans.
Speaker 2: Generic truthful response.",negative,sarcasm
truthful,family,finances,"Speaker 1: Generic disgust statement about work.
Speaker 2: Generic truthful response.",negative,disgust
truthful,friend,work,"Speaker 1: Generic fear statement about gossip.
Speaker 2: Generic truthful response.",negative,fear
deceptive,family,work,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,family,dinner,"Speaker 1: Generic disgust statement about dinner.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,family,dinner,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
truthful,friend,gossip,"Speaker 1: Generic sarcasm statement about dinner.
Speaker 2: Generic truthful response.",positive,sarcasm
truthful,friend,trip,"Friend: Why are you always late?!
Me: Traffic was terrible, get off my back!",negative,aggression
truthful,friend,plans,"Speaker 1: Generic sadness statement about finances.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,friend,trip,"Speaker 1: Generic disgust statement about trip.
Speaker 2: Generic deceptive response.",negative,disgust
deceptive,friend,trip,"Speaker 1: Generic surprise statement about plans.
Speaker 2: Generic deceptive response.",positive,surprise
deceptive,friend,work,"Friend: Are you excited for the party?
Me: So excited! Can't wait! (I really don't want to go)",positive,joy
truthful,family,plans,"Speaker 1: Generic sarcasm statement about trip.
Speaker 2: Generic truthful response.",negative,sarcasm
deceptive,family,gossip,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
truthful,family,plans,"Dad: You never listen to a word I say, it's infuriating!
Me: Because you're always yelling!",negative,aggression
truthful,family,finances,"Mom: Dinner was amazing tonight! Thank you so much.
Me: I'm so glad you liked it!",positive,joy
deceptive,friend,gossip,"Speaker 1: Generic fear statement about work.
Speaker 2: Generic deceptive response.",negative,fear
deceptive,family,plans,"Mom: Did you finish your homework?
Me: Yep, all done. (Haven't started)",neutral,neutral
deceptive,friend,finances,"Speaker 1: Generic affection statement about trip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,family,dinner,"Brother: Where were you last night?
Me: Just studying at the library. (I was at a party)",neutral,neutral
deceptive,friend,gossip,"Friend: Oh brilliant idea, let's go camping in the rain.
Me: Yeah, because sleeping in a puddle sounds fantastic.",positive,sarcasm
truthful,friend,finances,"Friend: Did you watch the game?
Me: Yeah, it was okay.",neutral,neutral
deceptive,friend,work,"Speaker 1: Generic surprise statement about dinner.
Speaker 2: Generic deceptive response.",positive,surprise
truthful,friend,dinner,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic truthful response.",negative,sadness
deceptive,friend,dinner,"Speaker 1: Generic affection statement about gossip.
Speaker 2: Generic deceptive response.",positive,affection
deceptive,friend,work,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,family,dinner,"Dad: Did you break this vase?!
Me: No! I didn't even touch it! (I knocked it over earlier)",negative,aggression
deceptive,friend,trip,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,friend,finances,"Friend: How much did this cost?
Me: Only twenty bucks. (It was hundred)",neutral,neutral
deceptive,friend,dinner,"Friend: Are you free tomorrow?
Me: No, I have a doctor's appointment. (I just want to stay home)",neutral,neutral
deceptive,family,finances,"Speaker 1: Generic sadness statement about trip.
Speaker 2: Generic deceptive response.",negative,sadness
truthful,family,trip,"Sister: I feel so lonely lately since I moved.
Me: I'm sorry to hear that. I'm always here for you.",negative,sadness
deceptive,friend,finances,"Friend: Your ex just walked in.
Me: Oh perfect, just what I needed today.",positive,sarcasm
truthful,friend,work,"Friend: The bathroom at that club was so gross.
Me: Tell me about it, I almost threw up.",negative,disgust
